,genre,storyline,title
1088,Drama History Thriller,"After Black September's assassination of Israeli athletes at the Munich Olympics in 1972, Prime Minister Golda Meir okays a covert operation to hunt down and kill all involved. A team of five gathers in Switzerland led by Avner, a low-level Mossad techie whose father was a war hero and whose wife is pregnant. It's an expendable team, but relying on paid informants, they track and kill several in Europe and Lebanon. They must constantly look over their shoulders for the CIA, KGB, PLO, and their own sources. As the body count mounts -- with retribution following retribution -- so do questions, doubts, and sleepless nights. Loyalties blur. What does it mean to be a Jew?",Munchen
1089,Crime Drama Thriller,"This movie charts the rise and fall of Yuri Orlov, from his early days in the early 1980s in Little Odessa, selling guns to mobsters in his local neighborhood, through to his ascension through the decade of excess and indulgence into the early 1990s, where he forms a business partnership with an African warlord and his psychotic son. This movie also charts his relationship through the years with his younger brother, his marriage to a famous model, his relentless pursuit by a determined INTERPOL Agent and his inner demons that sway between his drive for success and the immorality of what he does.",Gospodar rata
1090,Crime Horror Mystery,"Waking up in a bathroom, two men, Adam and Dr. Lawrence Gordon, discover they have been captured by the infamous Jigsaw Killer. The men must escape before time runs out, otherwise, they will face the deadly consequences.",Slagalica strave
1091,Action Comedy Crime,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,"Cmok, cmok, bang, bang"
1092,Action Comedy Crime,"Blind Zatoichi makes his living by gambling and giving massages. But behind his humble facade, Zatoichi is a master swordsman, gifted with lightning-fast draw and strokes of breathtaking precision. Zatoichi wanders into a town run by sinister gangs and a powerful samurai. He's destined for violent showdowns when he stumbles on two beautiful geishas avenging their parents' murder... Duels, wit and a touch of zen! Cult anti-hero Zatoichi is back in a sword-fighting adventure written, directed and starring Takeshi Kitano.",Zatôichi
1093,Animation Drama Sci-Fi,"Batô is a living cyborg. His whole body, even his arms and legs, are entirely man-made. What only remains are traces of his brain and the memories of a woman. In an era when the boundary between humans and machines has become infinitely vague, Humans have forgotten that they are humans. This is the debauchery of the lonesome ghost of a man, who nevertheless seeks to retain humanity. Innocence... Is what life is.",Innocence
1094,Action Drama Thriller,"In Seoul, Ryu, a deaf worker has a sister who needs a kidney transplant. He tries to donate his own kidney to his sister, but his blood type is not compatible with hers. When Ryu is fired from Ilshin Electronics, he meets illegal dealers of organs, and the criminals propose that he give them his kidney plus ten millions Won to obtain a kidney suitable for his sister. Ryu accepts the trade, but he does not have money to pay for the surgery. His anarchist revolutionary girlfriend Cha Young-mi convinces him to kidnap Yossun, the daughter of his former employer Park, who owns Ilshin Electronics. However, a tragedy happens, generating revenge and a series of acts of violence.",Boksuneun naui geot
1095,Crime Drama Thriller,"When anti-death-penalty activist David Gale is convicted and condemned to death for the murder of a colleague, reporter Bitsey Bloom sets out to learn the story behind Gale's crime. What she finds challenges her belief in Gale's guilt and, finally, in the justice system.",Život Davida Galea
1096,Drama Horror Sci-Fi,"Animal activists invade a laboratory with the intention of releasing chimpanzees that are undergoing experimentation, infected by a virus -a virus that causes rage. The naive activists ignore the pleas of a scientist to keep the cages locked, with disastrous results. Twenty-eight days later, our protagonist, Jim, wakes up from a coma, alone, in an abandoned hospital. He begins to seek out anyone else to find London is deserted, apparently without a living soul. After finding a church, which had become inhabited by zombie like humans intent on his demise, he runs for his life. Selena and Mark rescue him from the horde and bring him up to date on the mass carnage and horror as all of London tore itself apart. This is a tale of survival and ultimately, heroics, with nice subtext about mankind's savage nature.",28 dana kasnije
1097,Horror Mystery Thriller,"A woman named Grace retires with her two children to a mansion on Jersey, towards the end of the Second World War, where she's waiting for her husband to come back from battle. The children have a disease which means they cannot be touched by direct sunlight without being hurt in some way. They will live alone there with oppressive, strange and almost religious rules, until she needs to hire a group of servants for them. Their arrival will accidentally begin to break the rules with unexpected consequences.",Nevidljivi
1098,Crime Drama Thriller,"An intertwined drama about the United States' war on drugs, seen through the eyes of a once conservative judge, now newly-appointed drug czar, his heroin-addicted daughter, two DEA agents, a jailed drug kingpin's wife, and a Mexican cop who begins to question his boss's motives.",Traffic
1099,Action Crime Mystery,"In the year 2054 A.D. crime is virtually eliminated from Washington D.C. thanks to an elite law enforcing squad ""Precrime"". They use three gifted humans (called ""Pre-Cogs"") with special powers to see into the future and predict crimes beforehand. John Anderton heads Precrime and believes the system's flawlessness steadfastly. However one day the Pre-Cogs predict that Anderton will commit a murder himself in the next 36 hours. Worse, Anderton doesn't even know the victim. He decides to get to the mystery's core by finding out the 'minority report' which means the prediction of the female Pre-Cog Agatha that ""might"" tell a different story and prove Anderton innocent.",Specijalni izvještaj
1100,Crime Mystery Thriller,"An older man listens to Bill's story about being a callow writer who likes to follow strangers around London, observing them. One day, a glib and self-confident man whom Bill has been following confronts him. He's Cobb, a burglar who takes Bill under his wing and shows him how to break and enter. They burgle a woman's flat; Bill gets intrigued with her (photographs are everywhere in her flat). He follows her and chats her up at a bar owned by her ex-boyfriend, a nasty piece of work who killed someone in her living room with a hammer. Soon Bill is volunteering to do her a favor, which involves a break-in. What does the older man know that Bill doesn't?",Praćenje
1101,Crime Drama Horror,"Two seemingly well-educated young men, who call each other Paul and Peter among other names, approach a family on vacation. They are, apparently, friends of the neighbors, and, at the beginning, their true intentions are not known, but soon, the family is imprisoned and tortured in its own house violently, which the viewers are forced mostly to imagine and to share a certain complicity with the criminals. It might be some kind of game with the lives of husband, wife, son, and dog, but why are they doing it?",Funny Games
1102,Action Adventure Drama,"In the twenty-fourth century, the crew of the U.S.S. Enterprise NCC-1701-E has been ordered to patrol the Romulan Neutral Zone by the Federation to avoid interference with their battle against the insidious Borg. Witnessing the loss of the battle, Captain Jean-Luc Picard ignores orders and takes command of the fleet engaging the Borg. But the Borg plan to travel back into the twenty-first century through a vortex with the intention to stop Earth's first contact with an alien race (the Vulcans). Following the Borg sphere, Picard and his crew realize that they have taken over the Enterprise in order to carry out their mission. Their only chance to do away with the Borg and their seductive Queen is to make sure that Zefram Cochrane makes his famous faster-than-light travel to the stars.",Zvjezdane staze: Prvi kontakt
1103,Crime Drama Thriller,"As children, Lorenzo Carcaterra - Shakes to his friends - Michael Sullivan, Tommy Marcano, and John Reilly were inseparable. They grew up in Hell's Kitchen, a far from perfect neighborhood, one filled as Shakes says with scams and shake downs, but one where the rules were known by its residents. The one adult who they admired was Father Bobby Carelli, who understood them as kids more than most adults and more than he himself would like to admit. In 1967, their lives would change forever when a typical teenage prank went wrong which led to the four of them being sentenced to various terms at Wilkinson Home for Boys, a reformatory. There, they were physically, emotionally and sexually abused primarily by Sean Nokes, the head guard of their cell block, and fellow guards Ralph Ferguson, Henry Addison, and Adam Styler, although there were other caring figures of authority at the home including other guards. Their time at the home affected the four, not all who were able to emerge from the ...",Vrijeme osvete
1104,Mystery Thriller,"Fred Madison, a saxophonist, is accused under mysterious circumstances of murdering his wife Renee. On death row, he inexplicably morphs into a young man named Pete Dayton, leading a completely different life. When Pete is released, his and Fred's paths begin to cross in a surreal, suspenseful web of intrigue, orchestrated by a shady gangster boss named Dick Laurent.",Izgubljena cesta
1105,Action Adventure Thriller,"John McClane is now almost a full-blown alcoholic and is suspended from the NYPD. But when a bomb goes off in the Bonwit Teller Department Store the police go insane trying to figure out what's going on. Soon, a man named Simon calls and asks for McClane. Simon tells Inspector Walter Cobb that McClane is going to play a game called ""Simon Says"". He says that McClane is going to do the tasks he assigns him. If not, he'll set off another bomb. With the help of a Harlem electrician, John McClane must race all over New York trying to figure out the frustrating puzzles that the crafty terrorist gives him. But when a bomb goes off in a subway station right by the Federal Reserve (the biggest gold storage in the world) things start to get heated.",Umri muški 3
1106,Crime Drama Thriller,None,Dan ludila
1107,Comedy Crime Drama,"Events in the life of a Hollywood studio executive, unfold with the same unrealistic positive coincidences, ultimately culminating to a ""happy ending"", much like the movie scripts, with which he works day in and out, after he accidentally murders someone.",Igrač
1108,Action Adventure Thriller,The Soviets create a new nuclear submarine that runs silent due to a revolutionary propulsion system. The Russian sub Captain defects. His goal is taking it to the U.S. to prevent the Russians from using the sub to cause nuclear war against the U.S.,Lov na Crveni Oktobar
1109,Adventure Drama Mystery,"Formerly married petroleum engineers who still have some issues to work out. They are drafted to assist a gung-ho Navy SEAL with a top-secret recovery operation: a nuclear sub has been ambushed and sunk, under mysterious circumstances, in some of the deepest waters on Earth.",Bezdan
1110,Action Comedy Crime,None,Ponocna utrka
1111,Action Crime Sci-Fi,"Detroit - in the future - is crime-ridden and run by a massive company. The company has developed a huge crime-fighting robot, which unfortunately develops a rather dangerous glitch. The company sees a way to get back in favor with the public when policeman Alex Murphy is killed by a street gang. Murphy's body is reconstructed within a steel shell and called RoboCop. RoboCop is very successful against criminals and becomes a target of supervillian Boddicker.",RoboCop
1112,Action Crime Thriller,"Martin Riggs is an L.A. cop with suicidal tendencies and Roger Murtaugh is the unlucky police officer with whom Riggs is assigned. Together they uncover a huge drug-smuggling operation, and as their success rate grows so does their friendship.",Smrtonosno oružje
1113,Crime Drama Thriller,"Texas bar owner Julian Marty, who is generally regarded as not a nice person, hires shady private detective Loren Visser, who is able to obtain what Marty requests evidence - in this instance, photographic - that his wife, Abby, and one of his bartenders, Ray, are having an affair. As Ray and Abby realize that Marty has found out about them, it allows them to plan for their future away from Marty, while be up front with Marty about the situation. Marty, in turn, decides to hire Visser once again, this time to kill Abby and Ray, and dispose of their bodies so that they won't be found. The out in the open affair and the contract hit lead to some actions based on self interest, and a standoff of sorts between the four players, which is compounded in complexity by some wrong assumptions of what has happened, with an innocent bystander, another of the Marty's bartenders, Meurice, potentially and unwittingly adding to the scenario.",Blood Simple
1114,Animation Adventure Drama,"Mrs. Brisby, a widowed mouse, lives in a cinder block with her children on the Fitzgibbon farm. She is preparing to move her family out of the field they live in as plowing time approaches, however her son Timothy has fallen ill, and moving him could prove fatal. Mrs. Brisby visits The Great Owl, a wise creature who advises her to visit a mysterious group of rats who live beneath a rose bush on the farm. Upon visiting the rats, Brisby meets Nicodemus, the wise and mystical leader of the rats, and Justin, a friendly rat who immediately becomes attached to Mrs. Brisby. While there, she learns that her late husband, Mr. Jonathon Brisby, along with the rats, was a part of a series of experiments at a place known only as N.I.M.H. (revealed earlier in the story as the National Institute of Mental Health). The experiments performed on the mice and rats there boosted their intelligence, allowing them to read without being taught and to understand things such as complex mechanics and ...",The Secret of NIMH
1115,Action Adventure Sci-Fi,A former Australian policeman now living in the post-apocalyptic Australian outback as a warrior agrees to help a community of survivors living in a gasoline refinery to defend them and their gasoline supplies from evil barbarian warriors.,Pobješnjeli Max 2
1116,Biography Crime Drama,"The true story of three inmates who attempt a daring escape from the infamous prison, Alcatraz Island. Although no-one had managed to escape before, bank robber Frank Morris masterminded this elaborately detailed and, as far as anyone knows, ultimately successful, escape. In 29 years, this seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once by three inmates never heard of again.",Bijeg iz Alcatraza
1117,Biography Crime Drama,None,Ponoæni ekspres
1118,Horror Mystery Thriller,"On Sunday, April 29, 1973, Sergeant Neil Howie with the West Highland Constabulary flies solo to Summerisle off the coast of Scotland. He is there to follow up on a letter addressed specifically to him from an anonymous source on Summerisle reporting that a twelve year old girl who lives on the island, Rowan Morrison, the daughter of May Morrison, has long been missing. The correspondence includes a photograph of Rowan. Upon his arrival on Summerisle, Howie finds that the locals are a seemingly simple minded lot who provide little information beyond the fact that they know of no Rowan Morrison and do not know the girl in the photo. Mrs. Morrison admits to having a daughter, seven year old Myrtle, but no Rowan. As Howie speaks to more and more people, he begins to believe that Rowan does or did live on the island, but that the locals are hiding their knowledge of her. He also begins to see that the locals all have pagan beliefs, their ""religion"" which centers on procreation as the ...",The Wicker Man
1119,Drama Mystery Thriller,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. Then he meets a mysterious beauty, and also notices something frightfully suspicious on one of his photographs of her taken in a park. The fact that he may have photographed a murder does not occur to him until he studies and then blows up his negatives, uncovering details, blowing up smaller and smaller elements, and finally putting the puzzle together.",Poveæanje
1120,Adventure Romance Sci-Fi,None,The Time Machine
1121,Action Adventure Sci-Fi,"When Adams and his crew are sent to investigate the silence from a planet inhabited by scientists, he finds all but two have died. Dr. Morbius and his daughter Altaira have somehow survived a hideous monster which roams the planet. Unknown to Adams, Morbius has made a discovery, and has no intention of sharing it (or his daughter!) with anyone.",Forbidden Planet
1122,Drama Horror Sci-Fi,"When seventeen vessels blow-up and sink nearby Odo Island, Professor Kyohei Yamane, his daughter Emiko Yamane and the marine Hideto Ogata head to the island to investigate. Soon they witness a giant monster called Gojira by the locals destroying the spot. Meanwhile Emiko meets her boyfriend, the secluded scientist Serizawa, and he makes she promise to keep a secret about his research with oxygen. She agrees and he discloses the lethal weapon Oxygen Destroyer that he had developed. When Gojira threatens Tokyo and other Japanese cities and the army and the navy are incapable to stop the monster, Emiko discloses Serizawa's secret to her lover Ogata. Now they want to convince Serizawa to use the Oxygen Destroyer to stop Gojira.",Gojira
1123,Film-Noir Mystery Romance,"Dr. Constance Petersen (Ingrid Bergman) is a psychiatrist at Green Manors mental asylum. The head of Green Manors has just been replaced, with his replacement being the renowned Dr. Anthony Edwardes (Gregory Peck). Romance blossoms between Dr. Petersen and Dr. Edwards, but Dr. Edwards starts to show odd aversions and personality traits. It is discovered that he is an impostor, and amnesiac, and may have killed the real Dr. Edwardes. Dr. Petersen is determined to discover the truth through unlocking the secrets held in the impostor's mind, a process which potentially puts her and others' lives at risk.",Spellbound
1124,Crime Drama Thriller,"Alarm dispatcher Asger Holm answers an emergency call from a kidnapped woman. When the call is suddenly disconnected, the search for the woman and her kidnapper begins. With the phone as his only tool, Asger enters a race against time to save the endangered woman. But soon he realizes that he is dealing with a crime that is far bigger than he first thought.",Den skyldige
1125,Action Horror Thriller,"Sok-woo, a father with not much time for his daughter, Soo-ahn, are boarding the KTX, a fast train that shall bring them from Seoul to Busan. But during their journey, the apocalypse begins, and most of the earth's population become flesh craving zombies. While the KTX is shooting towards Busan, the passenger's fight for their families and lives against the zombies - and each other.",Busanhaeng
1126,Drama Thriller,"A ""story inside a story,"" in which the first part follows a woman named Susan who receives a book manuscript from her ex-husband, a man whom she left 20 years earlier, asking for her opinion. The second element follows the actual manuscript, called ""Nocturnal Animals,"" which revolves around a man whose family vacation turns violent and deadly. It also continues to follow the story of Susan, who finds herself recalling her first marriage and confronting some dark truths about herself.",Noćne životinje
1127,Drama Thriller,"In the high-stakes world of political power-brokers, Elizabeth Sloane (Jessica Chastain) is the most sought after and formidable lobbyist in D.C. Known equally for her cunning and her track record of success, she has always done whatever is required to win. But when she takes on the most powerful opponent of her career, she finds that winning may come at too high a price.",Miss Sloane
1128,Action Crime Thriller,"Bound by an inescapable blood debt to the Italian crime lord, Santino D'Antonio, and with his precious 1969 Mustang still stolen, John Wick--the taciturn and pitiless assassin who thirsts for seclusion--is forced to visit Italy to honour his promise. But, soon, the Bogeyman will find himself dragged into an impossible task in the heart of Rome's secret criminal society, as every killer in the business dreams of cornering the legendary Wick who now has an enormous price on his head. Drenched in blood and mercilessly hunted down, John Wick can surely forget a peaceful retirement--as in this lethal ballet of bullets--no one can make it out in one piece.",John Wick 2
1129,Drama Mystery Sci-Fi,"PREDESTINATION chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to ensure the continuation of his law enforcement career for all eternity. Now, on his final assignment, the Agent must pursue the one criminal that has eluded him throughout time.",Preodredište
1130,Action Adventure Sci-Fi,"Twelve months after winning the 74th Hunger Games, Katniss Everdeen and her partner Peeta Mellark must go on what is known as the Victor's Tour, wherein they visit all the districts, but before leaving, Katniss is visited by President Snow who fears that Katniss defied him a year ago during the games when she chose to die with Peeta. With both Katniss and Peeta declared the winners, it is fueling a possible uprising. He tells Katniss that while on tour she better try to make sure that she puts out the flames or else everyone she cares about will be in danger.",Igre gladi: Plamen
1131,Crime Drama Mystery,"Veteran homicide cop Ferman (Sener Sen) and his hot-headed partner Ydris (Cem Yilmaz) team up with rookie cop and anthropology major Hasan (Okan Yalabik) to investigate the murder of a young woman. The suspects include her conservative family, who might have killed her for honor, her drug-dealing boyfriend and aged billionaire Battal (Çetin Tekindor) who had taken the victim as his second wife.",Av Mevsimi
1132,Action Adventure Crime,None,Sherlock Holmes: Igra sjena
1133,Horror Mystery Thriller,"In 1971, Carolyn and Roger Perron move their family into a dilapidated Rhode Island farm house and soon strange things start happening around it with escalating nightmarish terror. In desperation, Carolyn contacts the noted paranormal investigators, Ed and Lorraine Warren, to examine the house. What the Warrens discover is a whole area steeped in a satanic haunting that is now targeting the Perron family wherever they go. To stop this evil, the Warrens will have to call upon all their skills and spiritual strength to defeat this spectral menace at its source that threatens to destroy everyone involved.",Prizivanja
1134,Drama Thriller,"A hard-working lawyer, attached to his cell phone, can't find the time to communicate with his family. A couple is drawn into a dangerous situation when their secrets are exposed online. A widowed ex-cop struggles to raise a mischievous son who cyber-bullies a classmate. An ambitious journalist sees a career-making story in a teen that performs on an adult-only site. They are strangers, neighbors and colleagues and their stories collide in this riveting dramatic thriller about ordinary people struggling to connect in today's wired world.",Prekinuta veza
1135,Drama Mystery Thriller,"Eva Khatchadourian is trying to piece together her life following the ""incident"". Once a successful travel writer, she is forced to take whatever job comes her way, which of late is as a clerk in a travel agency. She lives a solitary life as people who know about her situation openly shun her, even to the point of violent actions toward her. She, in turn, fosters that solitary life because of the incident, the aftermath of which has turned her into a meek and scared woman. That incident involved her son Kevin Khatchadourian, who is now approaching his eighteenth birthday. Eva and Kevin have always had a troubled relationship, even when he was an infant. Whatever troubles he saw, Franklin, Eva's complacent husband, just attributed it to Kevin being a typical boy. The incident may be seen by both Kevin and Eva as his ultimate act in defiance against his mother.",Moramo razgovarati o Kevinu
1136,Horror Mystery Thriller,"""REC"" turns on a young TV reporter and her cameraman who cover the night shift at the local fire station. Receiving a call from an old lady trapped in her house, they reach her building to hear horrifying screams -- which begin a long nightmare and a uniquely dramatic TV report.",[Rec]
1137,Action Drama Sci-Fi,"Army Captain Colter Stevens finds himself working on a special program where his consciousness can be inserted into another human being. The only catch is can only be there for 8 minutes at any given time. That morning, a bomb exploded on a commuter train just outside Chicago. He occupies the body of teacher going to work on that train and is confused as to what he is doing or why he is there as his last memory is of flying his helicopter on a combat mission in Afghanistan. Those in charge of the program explain to him that there is a bomb on the train, and that he must locate it. More importantly, he must identify the bomber as another bombing is expected later that day. He is also told however that he cannot change the past and can only gather information. As he develops a liking for his traveling companion Christina, he sets out to test that theory.",Izvorni kod
1138,Drama Horror Mystery,"Laura, a former orphan, raises her adopted son Simón together with her husband Carlos in an old house and former orphanage where she was raised. While at the orphanage Simón tells Laura that he has five invisible friends which she believes are a product of his active imagination. Laura decides to reopen the orphanage to cater for disabled children and throws a party. During the party Simón tries to persuade Laura to go and take a look at his friends cabin but she's too busy. Later on she sees a mysterious masked boy and realizes that Simón has also disappeared. Laura feels the presence of other people in the house and months later Laura invites a team of parapsychologists to try to unravel the mystery.",Sirotište
1139,Action Adventure Sci-Fi,"Alita is a creation from an age of despair. Found by the mysterious Dr. Ido while trolling for cyborg parts, Alita becomes a lethal, dangerous being. She cannot remember who she is, or where she came from. But to Dr. Ido, the truth is all too clear. She is the one being who can break the cycle of death and destruction left behind from Tiphares. But to accomplish her true purpose, she must fight and kill. And that is where Alita's true significance comes to bear. She is an angel from heaven. She is an angel of death.",Alita: Battle Angel
1140,Action Biography Crime,"The story of Jacques Mesrine, France's public enemy No. 1 during the 1970s. After nearly two decades of legendary criminal feats - from multiple bank robberies and to prison breaks.",Drzavni neprijatelj br.1. (drugi dio)
1141,Crime Drama Thriller,"This is the story of a mild-mannered man, named Tom Stall, who becomes a local hero through an act of violence, he lives a happy and quiet life with his lawyer wife and their two children in the small town of Millbrook, Indiana. But one night their idyllic existence is shattered when Tom foils a vicious attempted robbery in his diner. Sensing danger, he takes action and saves his customers and friends in the self-defense killings of two-sought-after criminals. Heralded as a hero, Tom's life is changed overnight, attracting a national media circus, which forces him into the spotlight. Uncomfortable with his newfound celebrity, Tom tries to return to the normalcy of his ordinary life only to be confronted by a mysterious and threatening man who arrives in town believing Tom is the man who wronged him in the past. As Tom and his family fight back against this case of mistaken identity and struggle to cope with their changed reality, they are forced to confront their relationships and the...",Povijest nasilja
1142,Crime Drama Thriller,"LA cabbie Max Durocher is the type of person who can wax poetic about other people's lives, which impresses U.S. Justice Department prosecutor Annie Farrell, one of his fares, so much that she gives him her telephone number at the end of her ride. Although a dedicated man as seen through the efficiency in which he does his work, he can't or won't translate that eloquence into a better life for himself. He deludes himself into believing that his now twelve year cabbie job is temporary and that someday he will own his own limousine service. He even lies to his hospitalized mother that he already owns one, with a further lie that he tells her as such primarily to make her happy, rather than the truth which is that he won't do anything to achieve that dream. One night, Max picks up a well dressed man named Vincent, who asks Max to be his only fare for the evening. For a flat fee of $600, plus an extra $100 if he gets to the airport on time - Vincent wants Max to drive him to five stops ...",Collateral
1143,Crime Drama Mystery,"The pediatrician Alexandre Beck misses his beloved wife Margot Beck, who was brutally murdered eight years ago when he was the prime suspect. When two bodies are found near where the corpse of Margot was dumped, the police reopen the case and Alex becomes suspect again. The mystery increases when Alex receives an e-mail showing Margot older and alive.",Ne le dis à personne
1144,Action Drama Sci-Fi,"In a futuristic world, a strict regime has eliminated war by suppressing emotions: books, art and music are strictly forbidden and feeling is a crime punishable by death. Cleric John Preston (Bale) is a top ranking government agent responsible for destroying those who resist the rules. When he misses a dose of Prozium, a mind-altering drug that hinders emotion, Preston, who has been trained to enforce the strict laws of the new regime, suddenly becomes the only person capable of overthrowing it.",Equilibrium
1145,Action Crime Drama,"A hitman who lives by the code of the samurai, works for the mafia and finds himself in their crosshairs when his recent job doesn't go according to plan. Now he must find a way to defend himself and his honor while retaining the code he lives by.",Ghost Dog: The Way of the Samurai
1146,Crime Drama Thriller,"Three diverse characters, for the most part intellectually challenged, find a deserted plane with a bag full of millions of dollars inside. They devise a simple plan to keep the money if no-one claims it. Ofcourse, nothing turns out simple...",Jednostavan plan
1147,Crime Drama Thriller,"The middle-aged stewardess Jackie Brown smuggles money from Mexico to Los Angeles for the arms dealer Ordell Robbie. When she gets caught by the agents Ray Nicolet and Mark Dargus with ten thousand dollars and cocaine in her purse, they propose a deal to her to help them to arrest Ordell in exchange of her freedom. Meanwhile Ordell asks the 56-year-old Max Cherry, who runs a bail bond business, to release Jackie Brown with the intention of eliminating her. Jackie suspects of Ordell's intention and plots a complicated confidence game with Max to steal half a million dollars from Ordell.",Jackie Brown
1148,Drama Mystery Thriller,"Kevin Lomax, a ruthless young Florida attorney that never lost a case, is recruited by the most powerful law firm in the world. In spite of his mother's disagreement, which compares New York City to Babylon, he accepts the offer and the money that comes along. But soon, his wife starts feeling homesick as she witnesses devilish apparitions. However, Kevin is sinking in his new cases and pays less and less attention to his wife. His boss and mentor, John Milton, seems to always know how to overcome every problem and that just freaks Kevin right off.",Đavolji odvjetnik
1149,Crime Drama Thriller,"After escaping from a Huntsville prison, convict Butch Haynes and his partner Terry Pugh kidnap a young boy, Philip Perry, and flee across Texas. As they travel together, Butch and Philip discover common bonds and suffer the abuses of the outside ""Perfect World."" In pursuit is Texas Ranger ""Red"" Garnett and criminologist Sally Gerber.",Savrseni svijet
1150,Crime Drama Thriller,"This urban nightmare chronicles several days in the life of Caine Lawson, following his high-school graduation, as he attempts to escape his violent existence in the projects of Watts, CA.",Menace II Society
1151,Action Sci-Fi Thriller,Douglas Quaid is haunted by a recurring dream about a journey to Mars. He hopes to find out more about this dream and buys a holiday at Rekall Inc. where they sell implanted memories. But something goes wrong with the memory implantation and he remembers being a secret agent fighting against the evil Mars administrator Cohaagen. Now the story really begins and it's a rollercoaster ride until the massive end of the movie.,Potpuni opoziv
1152,Crime Thriller,"Thomas ""Babe"" Levy, whose brother Henry James ""Doc"" Levy is an oil business executive, is a Ph.D. candidate in History at Columbia University. He is also training as a marathon runner. Babe is paying homage to his deceased father, H.B. Levy, in pursuing the same studies as him, his father who committed suicide while being under investigation in the Communist witch hunts. Babe's work does not sit well with Doc who wants Babe to move on with his life. While at Columbia, Babe meets and begins to date Elsa Opel, a foreign exchange student also in History. While out for a walk in Central Park late one night, Babe and Elsa are mugged, the unusual aspect of it being that their attackers were men in suits. Babe will learn that the mugging was not a random attack after someone close to Babe is found murdered, the deceased who was not who he purported to be. From here, Babe is thrown into an international conspiracy concerning Nazi war criminal Christian Szell in hiding, and a large cache of ...",Marathon Man
1153,Mystery Thriller,"A mild mannered CIA researcher, paid to read books, returns from lunch to find all of his co-workers assassinated. ""Condor"" must find out who did this and get in from the cold before the hitmen get him.",Tri kondorova dana
1154,Action Crime Thriller,"Carter ""Doc"" McCoy is a career robber, currently in his fourth year of a ten year prison sentence at the Texas State Penitentiary. After his request for parole is denied despite he being a model prisoner, Doc, unable emotionally to endure life inside, asks his loving wife Carol McCoy to contact crooked businessman Jack Beynon, a man with political connections, to secure his release in return for he being ""for sale"" to Beynon. Beynon is able to get Doc released, the sale price being for Doc to plan and execute a robbery at a small bank branch in Beacon City, Texas where Beynon knows that $750,000 will be kept in the vault for the next two weeks. Rather than Doc using his own men for the job, Beynon directs that the only other people involved will be the men of his own choosing, Rudy and Frank. There are to be no casualties, which is all right with Doc who is not a murderer. After the robbery is completed and the monies divvied up accordingly, Doc and Carol will cross the border into ...",Getaway: Bijeg
1155,Crime Drama Thriller,"Upon moving to Britain to get away from American violence, astrophysicist David Sumner and his wife Amy are bullied and taken advantage of by the locals hired to do construction. When David finally takes a stand it escalates quickly into a bloody battle as the locals assault his house.",Psi od slame
1156,Crime Thriller,"A vicious London gangster, Jack Carter, travels to Newcastle for his brother's funeral. He begins to suspect that his brother's death was not an accident and sets out to follow a complex trail of lies, deceit, cover-ups and backhanders through Newcastle's underworld, leading, he hopes, to the man who ordered his brother killed. Because of his ruthlessness, Carter exhibits all the unstopability of the cyborg in The Terminator (1984), or Walker in Point Blank (1967), and he and the other characters in this movie are prone to sudden, brutal acts of violence.",Get Carter
1157,Action Crime Thriller,"High profile San Francisco Police Lieutenant Frank Bullitt is asked personally by ambitious Walter Chalmers, who is in town to hold a US Senate subcommittee hearing on organized crime, to guard Johnny Ross, a Chicago based mobster who is about to turn evidence against the organization at the hearing. Chalmers wants Ross' safety at all cost, or else Bullitt will pay the consequences. Bullitt and his team of Sergeant Delgetti and Detective Carl Stanton have Ross in protective custody for 48 hours over the weekend until Ross provides his testimony that upcoming Monday. Bullitt's immediate superior, Captain Samuel Bennet, gives Bullitt full authority to lead the case, no questions asked for any move Bullitt makes. When an incident occurs early during their watch, Bullitt is certain that Ross and/or Chalmers are not telling them the full story to protect Ross properly. Without telling Bennet or an incensed Chalmers, Bullitt clandestinely moves Ross while he tries to find out who is after ...",Bullitt
1158,Drama Thriller,"While attending a medical conference in Paris, American physician Dr. Ben McKenna, his wife, retired musical theater actress and singer Jo McKenna née Conway, and their adolescent son Hank McKenna decide to take a side trip to among other places Marrekesh, French Morocco. With a knife plunged into his back, Frenchman Louis Bernard, who the family met earlier in their bus ride into Marrakesh and who is now masquerading as an Arab, approaches Ben, cryptically whispering into Ben's ears that there will be an attempted assassination in London of a statesman, this news whispered just before Bernard dies. Ben is reluctant to provide any information of this news to the authorities because concurrently Hank is kidnapped by British couple, Edward and Lucy Drayton, who also befriended the McKennas in Marrakesh and who probably have taken Hank out of the country back to England. Whoever the unknown people the Draytons are working for have threatened to kill Hank if Ben divulges any information ...",The Man Who Knew Too Much
