,genre,storyline,title
512,Comedy Drama Romance,"Craig is a high-school junior, in the gifted program, infatuated with his best friend's girl. When he realizes he's suicidal, he checks himself into the psychiatric ward of a hospital, thinking they'll do an observation, help him, and send him home in time for school the next day. Once in, however, he must stay for a week; the juvenile ward is being renovated, so he's in with adults as well as a few youths. Bobby, a man with a young daughter, shows him around; Craig notices Noelle, about his age. He tries to keep his friends from finding out where he is. Little things: he draws, goes to therapy, sings, helps Bobby rehearse an interview. Is this the stuff of insight?",It's Kind of a Funny Story
513,Animation Adventure Comedy,"A modern day retelling of the classic story The Frog Prince. The Princess and the Frog finds the lives of arrogant, carefree Prince Naveen and hardworking waitress Tiana crossing paths. Prince Naveen is transformed into a frog by a conniving voodoo magician and Tiana, following suit, upon kissing the amphibian royalty. With the help of a trumpet-playing alligator, a Cajun firefly, and an old blind lady who lives in a boat in a tree, Naveen and Tiana must race to break the spell and fulfill their dreams.",Princeza i žabac
514,Comedy Drama Romance,"Sexually adventurous Cristina and her friend Vicky, who is bright but cautious, holiday in Barcelona where they meet the celebrated and wholly seductive painter, Juan Antonio. Vicky is not about to dive into a sexual adventure being committed to her forthcoming marriage. But Cristina is immediately captivated by Juan Antonio's free spirit and his romantic allure is enhanced when she hears the delicious details of his divorce from fellow artist, the tempestuous Maria Elena.",Vicky Cristina Barcelona
515,Comedy Drama Fantasy,"André, a small-time ex-convict, seems to owe money to everyone in Paris, including a crime boss who promises to kill him if he doesn't repay him by midnight. After failing to find protection from the American embassy and the French police, a despairing André scrambles onto a bridge over the Seine, intending to leap to his death. He is surprised to see a tall, beautiful girl clinging to a rail on the same bridge, apparently preparing to end her life as well. She jumps, and he jumps too, suddenly resolving to save her life. After scrambling ashore, she tells him her name is Angel-A. Together, they take a cruise on the Seine, repay André's creditors, visit a Parisian nightspot, and more, as Angel-A helps André. He learns that for this purpose she has fallen out of the sky and into his life. André finds himself falling in love with this mysterious beauty.",Angel-A
516,Biography Comedy Drama,"In the early 1980s, Charlie Wilson is a womanizing US congressional representative from Texas who seemed to be in the minor leagues, except for the fact that he is a member of two major foreign policy and covert-ops committees. However, prodded by his major conservative supporter, Houston Socialite Joanne Herring, Wilson learns about the plight the people are suffering in the brutal Soviet occupation of Afghanistan. With the help of the maverick CIA agent, Gustav ""Gust"" Avrakotos, Wilson dedicates his canny political efforts to supply the Afghan mujahideen with the weapons and support to defeat the Soviet Union. However, Charlie Wilson eventually learns that while military victory can be had, there are other consequences and prices to that fight that are ignored to everyone's sorrow.",Rat Charlie Wilsona
517,Animation Comedy Family,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",Začarana
518,Comedy Drama Romance,"Holly Kennedy is beautiful, smart and married to the love of her life - a passionate, funny, and impetuous Irishman named Gerry. So when Gerry's life is taken by an illness, it takes the life out of Holly. The only one who can help her is the person who is no longer there. Nobody knows Holly better than Gerry. So it's a good thing he planned ahead. Before he died, Gerry wrote Holly a series of letters that will guide her, not only through her grief, but in rediscovering herself. The first message arrives on Holly's 30th birthday in the form of a cake, and to her utter shock, a tape recording from Gerry, who proceeds to tell her to get out and ""celebrate herself"". In the weeks and months that follow, more letters from Gerry are delivered in surprising ways, each sending her on a new adventure and each signing off in the same way; P.S. I Love You. Holly's mother and best friends begin to worry that Gerry's letters are keeping Holly tied to the past, but in fact, each letter is pushing ...",P.S. Volim te
519,Biography Comedy Crime,"The mobster Jackie DiNorscio is shot by his own cousin at home while in probation but survives. Later he is arrested dealing drugs and sentenced to thirty years in prison. The prosecutor Sean Kierney proposes a deal to Jackie, immediately releasing him if he testifies against the Lucchese family and other mafia families but Jackie does not accept to rat his friends that he loves. When the trial begins, he asks the judge Finestein to defend himself without the assistance of a lawyer.",Dokazana krivica
520,Comedy Romance,"Andy at the age of 40 still hasn't had sex. He lets his secret slip at a poker game with his buds from work. After the revealing all his friends are on a mission to help get him laid. Along the way Andy meets a nice mom, Trish, and they fall head over heels for each other.",Junfer u četrdesetoj
521,Comedy Drama Music,"Eleven separate vignettes are presented. In each, celebrities, playing semi-fictionalized versions of themselves (with the exception of the characters of various wait staff, and one actor playing a lookalike cousin of herself), meet in a food service establishment with coffee/tea and cigarettes involved. Beyond the topic of discussion that brought them together, they often talk directly about coffee and cigarettes, more often that coffee and cigarettes, and by association caffeine and nicotine, are not healthy, especially if they are the only things constituting lunch. Other recurring themes include the Lee family, cousinhood, celebrity worship, the connection between the medical and musical careers, and Nikola Tesla's belief that the Earth is a conductor of acoustic resonance. In all cases, the coming together for coffee/tea and smokes acts as a bridge to overcome disagreements, and/or makes uncomfortable situations less uncomfortable.",Kava i cigarete
522,Adventure Comedy,"Harold Lee and Kumar Patel are two stoners who end up getting the munchies. What they crave the most after seeing a TV advertisement, is a trip to White Castle. So from here, follows a journey for the burgers they require. On their way they will encounter many obstacles including a raccoon, a racist officer, and a horny Neil Patrick Harris.",Americka pita na Haroldov i Kumarov nacin
523,Animation Adventure Comedy,"After King Neptune's crown is stolen, SpongeBob and Patrick go on a quest in 6 days to retrieve his crown. On the way SpongeBob and Patrick defeat many evildoers using their brains and bronzes. While this is happening someone is taking over Bikini Bottom and SpongeBob and Patrick must defeat this mastermind.",The SpongeBob SquarePants Movie
524,Comedy Music,"After being kicked out of his rock band, guitarist Dewey Finn faces a mountain of debts and depression. He shares an apartment with an old band member, Ned Schneebly, who is now a substitute teacher. Dewey accepts a job as a substitute teacher at a snobbish private elementary school where his attitude and hijinx have a powerful result on his students. He learns they are talented young musicians, and he decides to form a rock band with them to win the $10,000 prize money in a local band contest. Once Dewey wins a competition called ""Battle of the Bands"", the prize money would solve his financial problems and put him back in the rock music spotlight.",Rock'n'roll škola
525,Comedy Crime,"After hiding his loot and getting thrown in jail, Ruby, a brooding outlaw encounters Quentin, a dim-witted and garrulous giant who befriends him. After Quentin botches a solo escape attempt, they make a break together. Unable to shake the clumsy Quentin Ruby is forced to take him along as he pursues his former partners in crime to avenge the death of the woman he loved and get to the money before they do.",Tais-toi!
526,Comedy Crime Drama,"Willie T. Stokes is a convicted con man who's led a miserable life. He drinks heavily and constantly embarrasses himself publicly. He only works once a year dressed as Santa. But then come Christmas Eve, he and his pint-sized helper dwarf Marcus stage elaborate robberies and take their department stores for everything they got. This time around, Willie gets distracted by large women, a bartender who is attracted to Santas, and a kid who's convinced he's the real deal. However, Marcus must once again put up with Willie's heavy drinking and a series of incidents that constantly shoot themselves in the foot. Will Willie and Marcus make it to next Christmas? Or will this be the year the dynamic duo finally face justice?",Zločesti Djed Mraz
527,Comedy,"Mitch, Frank and Beanie are disillusioned with their personal lives begining when Mitch's nymphomanic girlfriend, Heidi, cheats on him, then former party animal Frank gets married, but unwilling to let go of his wild life, and Beanie is a family man seeking to reclaim his wild and crazy youth. Beanie suggests that they form their own fraternity in Mitch's new house on a college campus to re-live their glory days by bringing together a variety of misfit college students, losers, middle-aged and elderly retirees as their new friends and later try to avoid being evicted by the new Dean of Students, Pritchard, whom still holds a personal grudge against all three of them.",Dani slave
528,Comedy Crime Musical,"One morning at an isolated mansion in the snowy countryside of 1950s France, a family is gathered for the holiday season. But there will be no celebration at all because their beloved patriarch has been murdered! The killer can only be one of the eight women closest to the man of the house. Was it his powerful wife? His spinster sister-in-law? His miserly mother-in-law? Maybe the insolent chambermaid or the loyal housekeeper? Could it possibly have been one of his two young daughters? A surprise visit from the victim's chic sister sends the household into a tizzy, encouraging hysterics, exacerbating rivalries, and encompassing musical interludes. Comedic situations arise with the revelations of dark family secrets. Seduction dances with betrayal. The mystery of the female psyche is revealed. There are eight women and each is a suspect. Each has a motive. Each has a secret. Beautiful, tempestuous, intelligent, sensual, and dangerous...one of them is guilty. Which one is it?",8 femmes
529,Comedy Fantasy Horror,"Based on the Bram Stoker Award nominee short story by cult author Joe R. Lansdale, Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis (Bruce Campbell) as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death"", then missed his chance to switch back. Elvis teams up with Jack (Ossie Davis), a fellow nursing home resident who thinks that he is actually President John F. Kennedy, and the two valiant old codgers sally forth to battle an evil Egyptian entity who has chosen their long-term care facility as his happy hunting grounds.",Bubba Ho-Tep
530,Comedy Drama Romance,"Twelve year old Marcus Brewer lives with his chronically depressed single mother, Fiona Brewer. Both Fiona and Marcus beat to their own respective drummers. Marcus will do whatever he can to make his depressed mother happy, even if it causes himself grief. As such, he realizes that he is perceived as different than most kids, as even the self-professed weird kids don't want to hang out with him as he is the target of bullying. Part of the taunts against him are the fact that he sings and speaks to himself without even realizing that he is doing it. Meanwhile, thirty-eight year old Will Freeman is a slacker who has lived comfortably off the royalties of a song written by his deceased father, and as such has never had to work a day in his life. He is a solitary man who places himself as the first and only priority in life. He comes across the idea that dating single moms meets his selfish carnal needs. It is in this capacity that Will meets Marcus, as one of Will's single mother ...",Sve zbog jednog dječaka
531,Biography Comedy Crime,"Television made him famous, but his biggest hits happened off screen. ""Confessions of a Dangerous Mind"" is the story of a legendary showman's double life - television producer by day, CIA assassin by night. At the height of his TV career, Chuck Barris was recruited by the CIA and trained to become a covert operative. Or so Barris said.",Ispovijest opasnog uma
532,Comedy Crime Mystery,"Thorny, Mac, Rabbit, Foster and Farva are Vermont state troopers out to have a good time. Stationed in a remote area near the Canadian border, the troopers, avid pranksters with an affinity for syrup, have a knack for screwing up on the job. But when budget cuts in the town of Spurbury threaten their livelihood and pit them against arch-rival Spurbury P.D., the five friends try to straighten up and fly right. That is, until a dead body is discovered and a possible drug ring is unearthed. The super troopers spring into action attempting to solve the crime, save their jobs, and outdo the local police department.",Super Troopers
533,Comedy Drama History,"Will Shakespeare is a known but struggling poet, playwright and actor who not only has sold his next play to both Philip Henslow and Richard Burbidge but now faces a far more difficult problem: he is bereft of ideas and has yet to begin writing. He is in search of his muse, the woman who will inspire him but all attempts fail him until he meets the beautiful Viola de Lesseps. She loves the theatre and would like nothing more than to take to the stage but is forbidden from doing so as only men can be actors. She is also a great admirer of Shakespeare's works. Dressing as a man and going by the name of Thomas Kent, she auditions and is ideal for a part in his next play. Shakespeare soon sees through her disguise and they begin a love affair, one they know cannot end happily for them as he is already married and she has been promised to the dour Lord Wessex. As the company rehearses his new play, Will and Viola's love is transferred to the written page leading to the masterpiece that is ...",Zaljubljeni Shakespeare
534,Comedy Romance,"Ted was a geek in high school, who was going to go to the prom with one of the most popular girls in school, Mary. The prom date never happened, because Ted had a very unusual accident. Thirteen years later he realizes he is still in love with Mary, so he hires a private investigator to track her down. That investigator discovers he too may be in love with Mary, so he gives Ted some false information to keep him away from her. But soon Ted finds himself back into Mary's life, as we watch one funny scene after another.",Svi su ludi za Mary
535,Comedy Drama Romance,"Every man's dream comes true for William Thacker, an unsuccessful Notting Hill bookstore owner, when Anna Scott, the world's most beautiful woman and best-liked actress, enters his shop. A little later, he still can't believe it himself, William runs into her again - this time spilling orange juice over her. Anna accepts his offer to change in his nearby apartment, and thanks him with a kiss, which seems to surprise her even more than him. Eventually, Anna and William get to know each other better over the months, but being together with the world's most wanted woman is not easy - neither around your closest friends, nor in front of the all-devouring press.",Ja u ljubav vjerujem
536,Comedy Drama,"After being caught in a scandalous situation days before the election, the president does not seem to have much of a chance of being re-elected. One of his advisers contacts a top Hollywood producer in order to manufacture a war in Albania that the president can heroically end, all through mass media.",Predsjednicke lazi
537,Animation Adventure Comedy,"Having been hopelessly repressed and facing eventual certain death at the chicken farm where they are held, Rocky the rooster and Ginger the chicken decide to rebel against the evil Mr. and Ms. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",Pobuna u kokošinjcu
538,Action Adventure Comedy,"A small group of adventurous American soldiers in Iraq at the end of the Gulf War are determined to steal a huge cache of gold reputed to be hidden somewhere near their desert base. Finding a map they believe will take them to the gold, they embark on a journey that leads to unexpected discoveries, enabling them to rise to a heroic challenge that drastically changes their lives.",Tri kralja
539,Comedy Fantasy Horror,"After a car accident in which his wife, Debra, was killed and he was injured, Frank Bannister develops psychic abilities allowing him to see, hear, and communicate with ghosts. After losing his wife, he then gave up his job as an architect, letting his unfinished ""dream house"" sit incomplete for years, and put these skills to use by befriending a few ghosts and getting them to haunt houses in the area to drum up work for his ghostbusting business; Then Frank proceeds to ""exorcise"" the houses for a fee. But when he discovers that an entity resembling the Grim Reaper is killing people, marking numbers on their forehead beforehand, Frank tries to help the people whom the Reaper is after!",Zastrašivači
540,Adventure Comedy,"Tommy Callahan Jr. is a slow-witted, clumsy guy who recently graduated college after attending for seven years. His father, Big Tom Callahan, owns an auto parts factory in Ohio. When Tommy arrives back home, he finds he has a position at the factory waiting for him. His dad also introduces Tommy to the new brake pad division of the factory and to Tommy's soon-to-be stepmother, Beverly, and her son Paul. But when Big Tom dies, the factory threatens to go under unless the new brake pads are to be sold. Therefore, Tommy must go on the road to sell them, along with the assistance of Richard, Big Tom's right-hand man. Will Tommy save the company, or will the factory, and the town, go under?",Tommy Boy
541,Comedy Fantasy Romance,"Lenny and Amanda have an adopted son Max who turns out to be brilliant. Lenny becomes obsessed with finding Max's real parents because he believes that they too must be brilliant. When he finds that Linda Ash is Max' real mother, Lenny is disappointed. Linda is a prostitute and porn star. On top of that, she is quite possibly the dumbest person Lenny has ever met. Interwoven is a Greek chorus linking the story with the story of Oedipus.",Moćna Afrodita
542,Comedy Drama Romance,"The film follows the fortunes of Charles and his friends as they wonder if they will ever find true love and marry. Charles thinks he's found ""Miss Right"" in Carrie, an American. This British subtle comedy revolves around Charlie, his friends and the four weddings and one funeral which they attend.",Četiri vjenčanja i sprovod
543,Comedy Crime Drama,"Martin Bishop is the head of a group of experts who specialize in testing security systems. When he is blackmailed by government agents into stealing a top secret black box, the team find themselves embroiled in a game of danger and intrigue. After they recover the box, they discover that it has the capability to decode all existing encryption systems around the world, and that the agents who hired them didn't work for the government after all.",Uhode
544,Comedy Romance Sport,"Crash is an aging minor league ball player, brought up from another team to mature a young pitcher with maturity problems. Both of them become involved with Ann, a baseball groupie with her own perspective on the game.",Bull Durham
545,Adventure Comedy Sci-Fi,"On the peaceful planet Druidia, King Roland attempts to marry his daughter Princess Vespa to Prince Valium, but Vespa and her loyal droid Dot Matrix escape during her wedding. After wasting the fresh air on the distant planet Spaceball, the good-for-nothing President Skroob orders the archvillain henchman Dark Helmet to kidnap Princess Vespa to force King Roland to provide them with the code to Druidia's atmosphere. Under those circumstances, the seasoned mercenary Lone Starr and his trusty half-human, half-canine sidekick Barf will attempt to save the Princess in distress, while at the same time, the ruthless loan-shark Pizza the Hutt is after them. But in the end, only he who can harness the mystical and mighty force known only as ""The Schwartz"" will be able to save the day.",Svemirske lopte
546,Comedy Drama Romance,"No sooner does Italian-American widow Loretta accept a marriage proposal from her doltish boyfriend, Johnny, then she finds herself falling for his younger brother, Ronny. She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance.",Opčinjena mjesecom
547,Comedy Romance,"Samantha's life is going downhill fast. The sixteen-year-old has a crush on the most popular boy in school, and the geekiest boy in school has a crush on her. Her sister's getting married, and with all the excitement the rest of her family forgets her birthday! Add all this to a pair of horrendously embarrassing grandparents, a foreign exchange student named Long Duk Dong, and we have the makings of a hilarious journey into young womanhood.",Šesnaest svijeća
548,Animation Adventure Comedy,"During WWII in England, Charlie, Carrie, and Paul Rawlins are sent to live with Eglantine Price, who it turns out is an apprentice witch. Charlie blackmails Miss Price that if he is to keep her practices a secret, she must give him something, so she takes a bed knob from her late father's bed and places the ""famous magic traveling spell"" on it, and only Paul can activate it. Their first journey is to a street in London where they meet Emelius Browne, former headmaster of Miss Price's witchcraft training correspondence school. Miss Price tells him of a plan to find the magic words for a spell known as Substitutiary Locomotion, which brings inanimate objects to life. This spell will be her work for the war effort.",Bedknobs and Broomsticks
549,Comedy,"Fielding Mellish (a consumer products tester) becomes infatuated with Nancy (a political activist). He attends demonstrations and tries in other ways to convince her that he is worthy of her love, but Nancy wants someone with greater leadership potential. Fielding runs off to San Marcos where he joins the rebels and eventually becomes President of the country. While on a trip to the states, he meets Nancy again and she falls for him now that he is a political leader.",Bananas
550,Animation Adventure Comedy,"Retired madame Adelaide Bonfamille enjoys the good life in her Paris villa with even classier cat Duchess and three kittens: pianist Berlioz, painter Toulouse and sanctimonious Marie. When loyal butler Edgar overhears her will leaves everything to the cats until their death, he drugs and kidnaps them. However retired army dogs make his sidecar capsize on the country. Crafty stray cat Thomas O'Malley takes them under his wing back to Paris. Edgar tries to cover his tracks and catch them at return, but more animals turn on him, from the cart horse Frou-Frou to the tame mouse Roquefort and O'Malley's jazz friends.",Mačke iz visokog društva
551,Comedy Mystery,"There is a dead well-dressed man in a meadow clearing in the hills above a small Vermont town. Captain Albert Wiles, who stumbles across the body and finds by the man's identification that his name is Harry Worp, believes he accidentally shot Harry dead while he was hunting rabbits. Captain Wiles wants to hide the body as he feels it is an easier way to deal with the situation than tell the authorities. While Captain Wiles is in the adjacent forest, he sees other people stumble across Harry, most of whom don't seem to know him or care or notice that he's dead. One person who does see Captain Wiles there is spinster Ivy Gravely, who vows to keep the Captain's secret about Harry. Captain Wiles also Secretly sees a young single mother, Jennifer Rogers, who is the one person who does seem to know Harry and seems happy that he's dead. Later, another person who stumbles across both Harry and Captain Wiles is struggling artist Sam Marlowe, to who Captain Wiles tells the entire story of what ...",The Trouble with Harry
552,Comedy Fantasy Sci-Fi,"In an alternate version of Oakland, Cassius Green gets a telemarketing job and finds the commission paid job a dispiriting struggle as a black man selling to predominately white people over the phone. That changes when a veteran advises him to use his ""white voice,"" and the attitude behind it to make himself more appealing to customers. With a bizarrely high-pitched accent, Cassius becomes a success even as his colleagues form a union to improve their miserable jobs. Regardless, Cassius finds himself promoted a ""Power Caller"" selling the most morally abhorrent but lucrative products and services as his connection to his girlfriend and colleagues fades away. However, Cassius' conscience arises anew as he finds himself in the midst of his boss' bizarre world of condescending bigoted decadence and his sinister plans to create the perfect subservient work force with Cassius' help.",Sorry to Bother You
553,Comedy Drama Mystery,"The film is about Marlo, a mother of three, including a newborn. Marlo's brother gives her a night nanny as a gift. Hesitant with the extravagance at first, Marlo comes to form a unique bond with the thoughtful, surprising, and sometimes challenging young nanny named Tully.",Tully
554,Comedy Crime Drama,"When Jimmy Logan (Channing Tatum) gets fired, he convinces his brother Clyde (Adam Driver) and sister Mellie (Riley Keough) to help him rob the Charlotte Motor Speedway during a NASCAR Race. But they will need the help of Joe Bang (Daniel Craig), a convicted safe-cracker who is currently doing time. All they have to do is break Joe out, blow the racetrack vault, get away with the cash, return Joe to prison, and get Jimmy to his daughter's beauty pageant on time. What could possibly go wrong? Well, there is the Logan family curse .",Logan Lucky
555,Adventure Comedy Crime,"Based on Patrick DeWitt's novel, The Sisters Brothers revolves around the colorfully named gold prospector Hermann Kermit Warm, who's being pursued across 1000 miles of 1850s Oregon desert to San Francisco by the notorious assassins Eli and Charlie Sisters. Except Eli is having a personal crisis and beginning to doubt the longevity of his chosen career. And Hermann might have a better offer.",Les frères Sisters
556,Adventure Comedy Drama,"Hank, stranded on a deserted island and about to kill himself, notices a corpse washed up on the beach. He befriends it, naming it Manny, only to discover that his new friend can talk and has a myriad of supernatural abilities...which may help him get home.",Swiss Army Man
557,Comedy Romance,"Rachel Chu, an American-born Chinese NYU professor, travels to her boyfriend, Nick to his hometown of Singapore for his best friend's wedding. Before long, his secret is out: Nick's family is wealthy, and he's considered the most eligible bachelor in Asia. Every single woman is incredibly jealous of Rachel and wants to bring her down.",Crazy Rich Asians
558,Action Comedy Crime,"Susan Cooper is an unassuming, deskbound CIA analyst, and the unsung hero behind the Agency's most dangerous missions. But when her partner falls off the grid and another top agent is compromised, she volunteers to go deep undercover to infiltrate the world of a deadly arms dealer, and prevent a global crisis.",Spijunka
559,Comedy,"In Texas in the fall of 1980, college freshman Jake Bradford, a hotshot pitcher in high school, moves into an off-campus house with other members of the college baseball team. He meets several teammates, including his roommate Billy, who has been nicknamed ""Beuter"" because of his Deep Southern accent. He joins Finnegan, Roper, Dale, and Plummer cruising the campus by car, looking for women..",Everybody Wants Some!!
560,Comedy,"The Verneuils are Catholic. They are also a well-off, well-educated , well-intentioned, well-thought of couple. Everything would be for the best in the best of worlds if three of their daughters had not married three young men... of different religions and origins. So, the day their fourth girl tells them that she is going to marry a Catholic they are on cloud nine...",Ta luda vjencanja
561,Action Comedy Crime,"Six close friends meet each week for a game night involving board games, charades and pop culture trivia quizzes. Being the most competitive of the bunch, Max and his wife Annie, who seem to be a perfect match in every way, usually win every time. However, their marriage is on rocky ground as Annie fears that Max doesn't want to have children. When Max's shady brother Brooks reappears after a long mysterious absence and suggests that they have their next gathering at his place, no one expects that their weekly game night is about to go to the next level as Brooks organizes a full blown murder mystery party complete with actors as criminals and cops for them. However, when Brooks is violently kidnapped in front of everyone, it turns out that the game is all too real. Now, Max, Annie, their womanizing dimwitted friend Ryan, his domineering Irish date Sarah, and their childhood friends Michelle and her husband Kevin, who's obsessed with finding out with which mysterious celebrity ...",Noć igre
562,Comedy Drama Romance,"A divorced and single parent, Eva (Julia Louis-Dreyfus) spends her days enjoying work as a masseuse but dreading her daughter's impending departure for college. She meets Albert (James Gandolfini) - a sweet, funny and like-minded man also facing an empty nest. As their romance quickly blossoms, Eva befriends Marianne (Catherine Keener), her new massage client. Marianne is a beautiful poet who seems ""almost perfect"" except for one prominent quality: she rags on her ex-husband way too much. Suddenly, Eva finds herself doubting her own relationship with Albert as she learns the truth about Marianne's ex.",Enough Said
563,Action Comedy Crime,"After making their way through high school (twice), big changes are in store for officers Schmidt (Jonah Hill) and Jenko (Channing Tatum) when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",22 Jump Street
564,Action Adventure Comedy,"In a brand new Jumanji adventure, four high school kids discover an old video game console and are drawn into the game's jungle setting, literally becoming the adult avatars they chose. What they discover is that you don't just play Jumanji - you must survive it. To beat the game and return to the real world, they'll have to go on the most dangerous adventure of their lives, discover what Alan Parrish left 20 years ago, and change the way they think about themselves - or they'll be stuck in the game forever, to be played by others without break.",Jumanji: Dobrodošli u džunglu
565,Comedy Drama Romance,"Darius is a young intern at a Seattle-based magazine and jumps at the chance to investigate the author of a classified ad seeking someone to travel back in time with. Along with Jeff, the staff writer, and Arnau, a fellow intern, the three go on a road trip to a coastal town. While Jeff just wants to chase after his high school crush and Arnau wants some kind of life experience, Darius spends her time with Kenneth, a man who believes that he has built a time machine. The closer they become and the more they understand about each other, the less clear it becomes if Kenneth is just crazy or if he actually is going to successfully travel back in time.",Sigurnost nije zagarantirana
566,Biography Comedy Drama,"Inspired by a true story, Al Pacino stars as aging 1970s rocker Danny Collins, who can't give up his hard-living ways. But when his manager (Christopher Plummer) uncovers a 40 year-old undelivered letter written to him by John Lennon, he decides to change course and embarks on a heartfelt journey to rediscover his family, find true love and begin a second act.",Danny Collins
567,Comedy Crime,"After being robbed of a week's take, small-time pot dealer David is forced by his boss to go to Mexico to pick up a load of marijuana. In order to improve his odds of making it past the border, David asks the broke stripper Rose and two local teenagers to join him and pretend they're on a family holiday.",Obitelj Miller
568,Adventure Comedy Drama,A psychiatrist searches the globe to find the secret of happiness.,Hector and the Search for Happiness
569,Animation Adventure Comedy,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from a curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",ParaNorman
570,Comedy Drama Music,"Jon, a young wanna-be musician, discovers he's bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.",Frank
571,Comedy Crime Drama,"T.J., a high school freshman, lost his mother two months before in a car accident: his father pops pills and sits on the couch; his grandmother holds things together, chatting and cooking. T.J. wants the car back from the salvage yard where the owner's son is a bully. By happenstance, Hesher, a foul-mouthed squatter, moves in with T.J's family. T.J. also meets Nicole, a grocery clerk near poverty who helps him once. Hesher involves T.J. in crime, the bully is omnipresent, mom's car is slipping away, dad has checked out, T.J. watches Nicole at work, and his grandma invites him to join her morning walk: the odds are long that T.J. can assemble a family to help him thrive.",Hesher
572,Action Comedy Sci-Fi,"20 years after attempting an epic pub crawl, five childhood friends reunite when one of them becomes hell bent on trying the drinking marathon again. They are convinced to stage an encore by mate Gary King, a 40-year old man trapped at the cigarette end of his teens, who drags his reluctant pals to their home town and once again attempts to reach the fabled pub, The World's End. As they attempt to reconcile the past and present, they realize the real struggle is for the future, not just theirs but humankind's. Reaching The World's End is the least of their worries.",Kraj svijeta
573,Comedy Drama,"Davis (Jake Gyllenhaal), a successful private equity fund partner, struggles after losing his wife in a tragic car crash. Despite pressure from his father-in-law, Phil (Chris Cooper), to pull it together, Davis continues to unravel. What starts as a complaint letter to a vending machine company turns into a series of letters revealing startling personal admissions. Davis' letters catch the attention of customer service rep, Karen (Naomi Watts), and, amidst emotional and financial burdens of her own, the two form an unlikely connection. With the help of Karen and her son Chris (Judah Lewis), Davis starts to rebuild, beginning with the demolition of the life he once knew.",Rušenje
574,Comedy Romance,"Peter Klaven's world revolves around his real estate work and Zooey, his soon-to-be fiancée. After he pops the question, she calls her best friends and they go into wedding planning mode. Peter has no male friends and that poses problems: will he turn out to be a clingy guy, and who will be his best man? Zooey, her friends, and Peter's brother Robbie offer help that results in awkward moments. Then, at an open house Peter's hosting, he meets Sydney, an amiable, low-key guy. They trade business cards, and Peter calls him to meet for drinks. A friendship develops that's great at first but then threatens Peter's engagement and career. Can guys be friends and couples be in love?","Čovječe, volim te"
575,Animation Comedy Family,"When young Victor's pet dog Sparky (who stars in Victor's home-made monster movies) is hit by a car, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them (and his parents) that despite his appearance, Sparky's still the good loyal friend he's always been.",Moje najdraže čudovište
576,Adventure Comedy Sci-Fi,None,Paul
577,Comedy Drama Romance,"Friendship, love, and coming of age in New York City, summer of 1994. Luke Shapiro has just graduated from high school, sells marijuana, and trades pot for therapy from a psychologist, Dr. Jeffrey Squires. Luke is attracted to a classmate, Stephanie, who's out of his league and Squires' step-daughter. By July, he's hanging out with Stephanie, taking her on his rounds selling pot out of an ice-cream pushcart. Then things take a turn. In the background, Squires and his wife as well as Luke's parents are having their troubles.",The Wackness
